Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-04-15 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,400,0.0,0.0
2016-04-18 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
2016-04-19 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
2016-04-20 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
2016-04-21 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
2016-04-22 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
2016-04-25 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,100,0.0,0.0
2016-04-26 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
2016-04-27 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
2016-04-28 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
2016-04-29 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
2016-05-02 00:00:00-04:00,9.905834197998047,9.905834197998047,9.905834197998047,9.905834197998047,200,0.0,0.0
2016-05-03 00:00:00-04:00,9.905834197998047,9.905834197998047,9.905834197998047,9.905834197998047,0,0.0,0.0
2016-05-04 00:00:00-04:00,9.905834197998047,9.905834197998047,9.905834197998047,9.905834197998047,0,0.0,0.0
2016-05-05 00:00:00-04:00,10.337376238602609,10.337376238602609,9.807757377624512,9.807757377624512,1000,0.0,0.0
2016-05-06 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
2016-05-09 00:00:00-04:00,9.807757377624512,9.807757377624512,9.807757377624512,9.807757377624512,0,0.0,0.0
