Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2019-11-12 00:00:00-05:00,19.61496579708955,19.68586338511323,19.370763828626437,19.440874099731445,161400,0.0,0.0,0.0
2019-11-13 00:00:00-05:00,19.52831688814726,19.630723693830486,19.425908579950637,19.618907928466797,38500,0.0,0.0,0.0
2019-11-14 00:00:00-05:00,19.66223395911922,19.66223395911922,19.496807225082563,19.57558250427246,27700,0.0,0.0,0.0
2019-11-15 00:00:00-05:00,19.77251848933523,19.77251848933523,19.614967942602135,19.6464786529541,85600,0.0,0.0,0.0
2019-11-18 00:00:00-05:00,19.693740191677097,19.75676010018994,19.654353312298998,19.709495544433594,54400,0.0,0.0,0.0
2019-11-19 00:00:00-05:00,19.693743407697536,19.70162108536222,19.63860116655812,19.677988052368164,32800,0.0,0.0,0.0
2019-11-20 00:00:00-05:00,19.693744064370573,19.70162174229793,19.614968787610405,19.662233352661133,17400,0.0,0.0,0.0
2019-11-21 00:00:00-05:00,19.693748031204255,19.693748031204255,19.559830484491517,19.62285041809082,19700,0.0,0.0,0.0
2019-11-22 00:00:00-05:00,19.64805242893716,19.662231646970994,19.575580202313873,19.603151321411133,20000,0.0,0.0,0.0
2019-11-25 00:00:00-05:00,19.6149706448343,19.6149706448343,19.544073039288623,19.591339111328125,34200,0.0,0.0,0.0
2019-11-26 00:00:00-05:00,19.607091714440333,19.69374467180057,19.54407179159111,19.57558250427246,23600,0.0,0.0,0.0
2019-11-27 00:00:00-05:00,19.58976139555121,19.59921370768906,19.57558217608771,19.583459854125977,1600,0.0,0.0,0.0
2019-11-29 00:00:00-05:00,19.609454839390153,19.65435745395694,19.54092069322202,19.583459854125977,24900,0.0,0.0,0.0
2019-12-02 00:00:00-05:00,19.614964930407762,19.772515452946436,19.614964930407762,19.709495544433594,72700,0.0,0.0,0.0
2019-12-03 00:00:00-05:00,19.73312930850124,19.974182025970652,19.6464778635418,19.70162010192871,121600,0.0,0.0,0.0
2019-12-04 00:00:00-05:00,19.796147504177043,19.796147504177043,19.701618390159275,19.73312759399414,32600,0.0,0.0,0.0
2019-12-05 00:00:00-05:00,19.788276140535167,19.81190767352773,19.709500858028363,19.72289276123047,15500,0.0,0.0,0.0
2019-12-06 00:00:00-05:00,19.693740191677097,19.772515452946436,19.693740191677097,19.709495544433594,18600,0.0,0.0,0.0
2019-12-09 00:00:00-05:00,19.733127867130108,19.859167689240493,19.70949633955516,19.77251625061035,22000,0.0,0.0,0.0
2019-12-10 00:00:00-05:00,19.91431142611284,19.91431142611284,19.77251625061035,19.77251625061035,26100,0.0,0.0,0.0
2019-12-11 00:00:00-05:00,19.811903197624087,19.87492310888937,19.752822875976562,19.752822875976562,16200,0.0,0.0,0.0
2019-12-12 00:00:00-05:00,19.954197448502004,19.954197448502004,19.73133542235755,19.81888771057129,26100,0.258,0.0,0.0
2019-12-13 00:00:00-05:00,19.818887973422992,20.12930532816554,19.818887973422992,19.86664390563965,24400,0.0,0.0,0.0
2019-12-16 00:00:00-05:00,19.81092735731541,19.9541966645704,19.81092735731541,19.90644073486328,19000,0.0,0.0,0.0
2019-12-17 00:00:00-05:00,19.922362002826993,19.946239211153006,19.898483276367188,19.898483276367188,14400,0.0,0.0,0.0
2019-12-18 00:00:00-05:00,19.93828103590121,19.93828103590121,19.898484673807157,19.910423278808594,22700,0.0,0.0,0.0
2019-12-19 00:00:00-05:00,19.938277306244405,19.938277306244405,19.906440526151336,19.914400100708008,7200,0.0,0.0,0.0
2019-12-20 00:00:00-05:00,19.922362472376246,19.962158832613422,19.922362472376246,19.93828010559082,3400,0.0,0.0,0.0
2019-12-23 00:00:00-05:00,19.954198627701796,19.97330130509073,19.954198627701796,19.962158203125,5000,0.0,0.0,0.0
2019-12-24 00:00:00-05:00,19.962158832613422,19.962158832613422,19.93828010559082,19.93828010559082,3100,0.0,0.0,0.0
2019-12-26 00:00:00-05:00,19.978078681115367,19.978078681115367,19.89848443972967,19.9207706451416,27500,0.0,0.0,0.0
2019-12-27 00:00:00-05:00,19.993993759155273,19.993993759155273,19.993993759155273,19.993993759155273,3000,0.0,0.0,0.0
2019-12-30 00:00:00-05:00,19.92236028652186,19.953401565551758,19.906441136920087,19.953401565551758,6700,0.0,0.0,0.0
2019-12-31 00:00:00-05:00,19.962155878473244,20.01787138181365,19.94623672948067,19.97807502746582,3700,0.0,0.0,0.0
2020-01-02 00:00:00-05:00,20.017074584960938,20.02582966090043,19.9780737351455,20.017074584960938,3700,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,20.009117952920615,20.050506832829235,19.906442014290985,19.930320739746094,23600,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,19.922361844142767,20.001954562107233,19.922361844142767,19.962158203125,4500,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,19.97807611534774,19.97807611534774,19.93032018390313,19.94703483581543,2400,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,20.033793334789955,20.033793334789955,19.978873325772344,20.001955032348633,5700,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,19.999568055800676,20.02583328837684,19.954198627701796,19.962158203125,4700,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,20.017872132008407,20.017872132008407,20.001952982419244,20.016281127929688,5400,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,20.08950459654765,20.08950459654765,20.001950801487414,20.01786994934082,12800,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,20.057668685913086,20.07358631632099,20.057668685913086,20.057668685913086,6300,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,20.077567546545936,20.0974657238339,20.073587000208175,20.089506149291992,5100,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,20.097465875819474,20.097465875819474,20.02583122253418,20.02583122253418,5900,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,20.089508475878603,20.12930635319718,20.06961029628621,20.073589324951172,3300,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,20.129307213130943,20.129307213130943,20.113388061523438,20.113388061523438,3300,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,20.14522087664326,20.2327746750967,20.14522087664326,20.177059173583984,1600,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,20.181039900257936,20.200938078453923,20.073587916239166,20.185020446777344,8100,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,20.097468051342318,20.185021863309395,20.057671692157534,20.073589324951172,3600,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,20.153180540894766,20.153180540894766,20.057668685913086,20.057668685913086,1700,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,20.097464949365726,20.210488474491616,20.057668596323378,20.177059173583984,16500,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,20.177063618713245,20.19696179961811,20.15318489074707,20.15318489074707,9900,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,20.121348104926064,20.15318489074707,20.121348104926064,20.15318489074707,3000,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,20.145221443758647,20.1531810182179,20.09746551513672,20.09746551513672,4900,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,20.12691748937248,20.137263570723427,20.105426788330078,20.105426788330078,8700,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,20.137264042235568,20.163530792598813,20.12850896482574,20.14522361755371,5300,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,20.11338323346585,20.13726043701172,20.11338323346585,20.13726043701172,400,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,20.20014135196011,20.232775151652934,20.13726177671462,20.216856002807617,14700,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,20.224815577230274,20.224815577230274,20.216856002807617,20.216856002807617,11300,0.0,0.0,0.0
2020-02-10 00:00:00-05:00,20.22402240238875,20.22402240238875,20.200939178466797,20.200939178466797,2900,0.0,0.0,0.0
2020-02-11 00:00:00-05:00,20.216858329143918,20.216858329143918,20.200939178466797,20.200939178466797,5500,0.0,0.0,0.0
2020-02-12 00:00:00-05:00,20.232775151652934,20.232775151652934,20.208896428384957,20.216856002807617,2500,0.0,0.0,0.0
2020-02-13 00:00:00-05:00,20.137262788862984,20.29645124905018,20.137262788862984,20.19297981262207,3200,0.0,0.0,0.0
2020-02-14 00:00:00-05:00,20.19298115263923,20.426190789699728,20.182633552869646,20.319534301757812,9800,0.0,0.0,0.0
2020-02-18 00:00:00-05:00,20.296448522770092,20.296448522770092,20.17705795273343,20.208894729614258,1300,0.0,0.0,0.0
2020-02-19 00:00:00-05:00,20.216856002807617,20.258244878925286,20.177059648827914,20.216856002807617,1700,0.0,0.0,0.0
2020-02-20 00:00:00-05:00,20.216858769169505,20.28849343064193,20.216858769169505,20.256656646728516,3400,0.0,0.0,0.0
2020-02-21 00:00:00-05:00,20.272571445496745,20.31236931749198,20.216855942836997,20.28451156616211,13000,0.0,0.0,0.0
2020-02-24 00:00:00-05:00,20.288494110107422,20.31237283744253,20.21685944623594,20.288494110107422,3600,0.0,0.0,0.0
2020-02-25 00:00:00-05:00,20.216858277283226,20.216858277283226,20.14522361755371,20.14522361755371,4300,0.0,0.0,0.0
2020-02-26 00:00:00-05:00,20.145222517497576,20.177060817031574,20.10542616121376,20.129304885864258,16700,0.0,0.0,0.0
2020-02-27 00:00:00-05:00,20.105424613403926,20.216060114940067,20.03776899116947,20.057668685913086,10600,0.0,0.0,0.0
2020-02-28 00:00:00-05:00,20.033791817522875,20.033791817522875,19.285608466287723,19.57373809814453,27600,0.0,0.0,0.0
2020-03-02 00:00:00-05:00,19.619902134774428,19.89848117484904,19.56418663038623,19.84356117248535,11700,0.0,0.0,0.0
2020-03-03 00:00:00-05:00,19.954198415506497,20.678503071844037,19.954198415506497,20.200939178466797,2900,0.0,0.0,0.0
2020-03-04 00:00:00-05:00,20.085526347079732,20.208895952391156,20.085526347079732,20.177059173583984,2200,0.0,0.0,0.0
2020-03-05 00:00:00-05:00,19.87858493838204,19.99399650481781,19.87858493838204,19.962158203125,2900,0.0,0.0,0.0
2020-03-06 00:00:00-05:00,19.898483536026554,20.16114345797675,19.890523960436084,19.946239471435547,7600,0.0,0.0,0.0
2020-03-09 00:00:00-04:00,19.89848216374715,19.89848216374715,19.022948644915534,19.102542877197266,16300,0.0,0.0,0.0
2020-03-10 00:00:00-04:00,18.34639872174877,19.070703302657822,18.322521516353408,18.61224365234375,11800,0.0,0.0,0.0
2020-03-11 00:00:00-04:00,18.90435614060047,18.924254321856242,18.043946152226695,18.903560638427734,15900,0.0,0.0,0.0
2020-03-12 00:00:00-04:00,11.810669334511148,17.039140701293945,11.810669334511148,17.039140701293945,6200,0.43,0.0,0.0
2020-03-13 00:00:00-04:00,16.00966026767128,17.7930154475841,15.725944460031497,15.786741256713867,7400,0.0,0.0,0.0
2020-03-16 00:00:00-04:00,11.87551974027852,14.388428728921072,11.87551974027852,14.185774803161621,10700,0.0,0.0,0.0
2020-03-17 00:00:00-04:00,13.955558682309887,13.955558682309887,13.131974123518534,13.383264541625977,4800,0.0,0.0,0.0
2020-03-18 00:00:00-04:00,13.577813275006688,13.577813275006688,6.493032086001098,6.606517791748047,20900,0.0,0.0,0.0
2020-03-19 00:00:00-04:00,6.12825419154409,8.136148936857449,6.12825419154409,7.700848579406738,26400,0.0,0.0,0.0
2020-03-20 00:00:00-04:00,8.86570483290587,10.943312813253964,8.86570483290587,10.33535099029541,16500,0.0,0.0,0.0
2020-03-23 00:00:00-04:00,9.305868078589118,9.727388623337504,7.336072408046379,7.360390663146973,10500,0.0,0.0,0.0
2020-03-24 00:00:00-04:00,7.295540945055656,8.106156605617395,6.679472857493533,7.486035346984863,16500,0.0,0.0,0.0
2020-03-25 00:00:00-04:00,8.106157809393691,10.132697261742114,7.700849918924008,8.47904109954834,34500,0.0,0.0,0.0
2020-03-26 00:00:00-04:00,9.322080258211543,13.334628466066322,9.322080258211543,12.807727813720703,51400,0.0,0.0,0.0
2020-03-27 00:00:00-04:00,12.807727959241834,12.875009209428493,12.297039985656738,12.297039985656738,10600,0.0,0.0,0.0
2020-03-30 00:00:00-04:00,12.65371039792953,12.686134993980044,12.078173238235378,12.507800102233887,11100,0.0,0.0,0.0
